,File,Duration (Sec),Text Length,Speaking Length (ms),Spealing Percentage
5527,3NITZspD2e4_0260,3.8,8,3.0,0.7894736842105263
5528,3NITZspD2e4_0261,5.1,7,2.6000000000000005,0.5098039215686276
5529,3NITZspD2e4_0262,2.5,5,1.9,0.76
5530,3NITZspD2e4_0263,3.0,5,2.4,0.7999999999999999
5531,3NITZspD2e4_0264,6.5,8,3.8999999999999995,0.5999999999999999
5532,3NITZspD2e4_0265,5.7,7,3.599999999999999,0.6315789473684209
5533,3NITZspD2e4_0266,3.1,4,1.3,0.41935483870967744
5534,3NITZspD2e4_0267,3.2,9,2.7,0.84375
5535,3NITZspD2e4_0268,3.5,5,1.9,0.5428571428571428
5536,3NITZspD2e4_0269,2.9,6,2.5,0.8620689655172414
5537,3NITZspD2e4_0270,2.1,6,1.8,0.8571428571428571
5538,3NITZspD2e4_0271,3.8,5,2.0,0.5263157894736842
5539,3NITZspD2e4_0272,4.1,5,2.7999999999999994,0.6829268292682926
5540,3NITZspD2e4_0273,4.6,5,3.4999999999999996,0.7608695652173912
5541,3NITZspD2e4_0274,5.9,4,3.7,0.6271186440677966
5542,3NITZspD2e4_0275,3.0,5,2.4000000000000004,0.8000000000000002
5543,3NITZspD2e4_0276,4.1,7,2.1999999999999993,0.5365853658536585
5544,3NITZspD2e4_0277,3.0,5,1.9,0.6333333333333333
5545,3NITZspD2e4_0278,3.2,3,1.9,0.5937499999999999
5546,3NITZspD2e4_0279,6.5,7,4.5,0.6923076923076923
5547,3NITZspD2e4_0280,3.9,8,3.2,0.8205128205128206
5548,3NITZspD2e4_0281,3.4,7,1.9999999999999996,0.588235294117647
5549,3NITZspD2e4_0282,4.9,5,2.000000000000001,0.4081632653061226
5550,3NITZspD2e4_0283,3.4,6,2.5999999999999996,0.7647058823529411
5551,3NITZspD2e4_0284,1.7,6,1.5,0.8823529411764706
5552,3NITZspD2e4_0285,1.9,5,1.2999999999999998,0.6842105263157894
5553,3NITZspD2e4_0286,3.0,5,2.4,0.7999999999999999
5554,3NITZspD2e4_0287,4.0,8,2.9000000000000004,0.7250000000000001
5555,3NITZspD2e4_0288,5.4,7,3.5000000000000004,0.6481481481481481
5556,3NITZspD2e4_0289,4.5,7,3.2000000000000006,0.7111111111111112
5557,3NITZspD2e4_0290,5.5,9,3.5,0.6363636363636364
5558,3NITZspD2e4_0291,3.8,5,2.8,0.7368421052631579
5559,3NITZspD2e4_0292,3.3,7,2.8000000000000003,0.8484848484848486
5560,3NITZspD2e4_0293,4.1,6,2.7999999999999994,0.6829268292682926
5561,3NITZspD2e4_0294,4.0,8,2.6999999999999997,0.6749999999999999
5562,3NITZspD2e4_0295,4.5,7,2.8,0.6222222222222222
5563,3NITZspD2e4_0296,5.0,6,3.2,0.64
5564,3NITZspD2e4_0297,3.7,5,2.5000000000000004,0.6756756756756758
5565,3NITZspD2e4_0298,4.7,6,3.2000000000000006,0.6808510638297873
5566,3NITZspD2e4_0299,4.9,6,2.200000000000001,0.44897959183673486
5567,3NITZspD2e4_0300,3.5,8,3.4,0.9714285714285714
5568,3NITZspD2e4_0301,4.0,9,2.8,0.7
5569,3NITZspD2e4_0302,5.5,4,2.7,0.49090909090909096
5570,3NITZspD2e4_0303,2.9,5,2.1999999999999997,0.7586206896551724
5571,3NITZspD2e4_0304,4.6,5,2.599999999999999,0.5652173913043477
5572,3NITZspD2e4_0305,4.8,7,3.3,0.6875
5573,3NITZspD2e4_0306,5.2,6,4.1000000000000005,0.7884615384615385
5574,3NITZspD2e4_0307,4.2,5,2.7,0.6428571428571429
5575,3NITZspD2e4_0308,4.7,6,3.0,0.6382978723404255
5576,3NITZspD2e4_0309,4.0,4,2.8,0.7
5577,3NITZspD2e4_0310,4.8,5,3.4,0.7083333333333334
5578,3NITZspD2e4_0311,4.6,5,2.1,0.4565217391304348
5579,3NITZspD2e4_0312,4.1,8,3.0,0.7317073170731708
5580,3NITZspD2e4_0313,5.3,9,3.5,0.6603773584905661
5581,3NITZspD2e4_0314,4.0,6,1.7999999999999996,0.4499999999999999
5582,3NITZspD2e4_0315,4.8,7,3.0999999999999996,0.6458333333333333
5583,3NITZspD2e4_0316,3.9,7,2.5,0.6410256410256411
5584,3NITZspD2e4_0317,3.1,5,2.9,0.9354838709677419
5585,3NITZspD2e4_0318,2.5,5,1.5999999999999999,0.6399999999999999
5586,3NITZspD2e4_0319,2.4,4,1.2999999999999998,0.5416666666666666
5587,3NITZspD2e4_0320,3.6,5,1.6,0.4444444444444445
5588,3NITZspD2e4_0321,4.8,9,3.3,0.6875
5589,3NITZspD2e4_0322,4.2,6,2.1000000000000005,0.5000000000000001
5590,3NITZspD2e4_0323,3.4,4,2.5999999999999996,0.7647058823529411
5591,3NITZspD2e4_0324,2.5,4,2.0999999999999996,0.8399999999999999
5592,3NITZspD2e4_0325,4.299875,7,2.6,0.6046687403703596
5593,3NITZspD2e4_0326,3.8,5,1.7,0.4473684210526316
5594,3NITZspD2e4_0327,2.0,4,1.7000000000000002,0.8500000000000001
5595,3NITZspD2e4_0328,4.0,6,2.9,0.725
5596,3NITZspD2e4_0329,2.3,6,1.0999999999999996,0.4782608695652173
5597,3NITZspD2e4_0330,3.6,8,2.3000000000000003,0.638888888888889
5598,3NITZspD2e4_0331,2.5,7,1.9,0.76
5599,3NITZspD2e4_0332,5.9,7,3.7,0.6271186440677966
5600,3NITZspD2e4_0333,4.7,9,2.9,0.6170212765957447
5601,3NITZspD2e4_0334,4.9,6,1.9,0.38775510204081626
5602,3NITZspD2e4_0335,2.8,6,2.3,0.8214285714285714
5603,3NITZspD2e4_0336,3.6,4,2.5000000000000004,0.6944444444444445
5604,3NITZspD2e4_0337,3.7,6,2.7,0.7297297297297297
5605,3NITZspD2e4_0338,3.2,7,2.6,0.8125
5606,3NITZspD2e4_0339,3.9,6,2.5999999999999996,0.6666666666666666
5607,3NITZspD2e4_0340,3.55,4,2.9000000000000004,0.8169014084507044
5608,3NITZspD2e4_0341,3.3,5,2.1999999999999997,0.6666666666666666
5609,3NITZspD2e4_0342,5.0,6,3.500000000000001,0.7000000000000002
5610,3NITZspD2e4_0343,3.0,4,1.9,0.6333333333333333
5611,3NITZspD2e4_0344,2.8,7,2.3,0.8214285714285714
5612,3NITZspD2e4_0345,3.3,7,2.6999999999999997,0.8181818181818181
5613,3NITZspD2e4_0346,4.5,6,3.5,0.7777777777777778
5614,3NITZspD2e4_0347,3.3,5,1.8,0.5454545454545455
5615,3NITZspD2e4_0348,5.6,7,3.6999999999999993,0.6607142857142856
5616,3NITZspD2e4_0349,2.9,5,2.0,0.6896551724137931
5617,3NITZspD2e4_0350,4.9,5,3.0,0.6122448979591836
5618,3NITZspD2e4_0351,4.7,7,2.5,0.5319148936170213
5619,3NITZspD2e4_0352,2.1,5,1.2000000000000002,0.5714285714285715
5620,3NITZspD2e4_0353,4.0,5,2.1,0.525
5621,3NITZspD2e4_0354,5.9,7,3.6000000000000005,0.6101694915254238
5622,3NITZspD2e4_0355,2.8,7,1.7999999999999998,0.6428571428571428
5623,3NITZspD2e4_0356,3.7,6,3.1000000000000005,0.8378378378378379
5624,3NITZspD2e4_0357,6.8,8,4.0,0.5882352941176471
5625,3NITZspD2e4_0358,4.8,6,2.8999999999999995,0.6041666666666666
5626,3NITZspD2e4_0359,5.9,6,3.8000000000000003,0.6440677966101696
5627,3NITZspD2e4_0360,4.6,6,3.8,0.8260869565217391
5628,3NITZspD2e4_0361,3.3,7,2.6999999999999997,0.8181818181818181
5629,3NITZspD2e4_0362,2.9,4,2.4,0.8275862068965517
5630,3NITZspD2e4_0363,3.5,4,2.8,0.7999999999999999
5631,3NITZspD2e4_0364,6.5,7,2.8,0.43076923076923074
5632,3NITZspD2e4_0365,3.1,4,2.0,0.6451612903225806
5633,3NITZspD2e4_0366,4.7,7,3.8,0.8085106382978723
5634,3NITZspD2e4_0367,4.7,6,2.6000000000000005,0.5531914893617023
5635,3NITZspD2e4_0368,6.3,9,3.9999999999999996,0.6349206349206349
5636,3NITZspD2e4_0369,3.6,5,2.4,0.6666666666666666
5637,3NITZspD2e4_0370,5.1,5,2.1,0.411764705882353
5638,3NITZspD2e4_0371,5.2,7,2.0,0.3846153846153846
5639,3NITZspD2e4_0372,3.7,6,3.6,0.9729729729729729
5640,3NITZspD2e4_0373,5.2,6,3.6999999999999993,0.7115384615384613
5641,3NITZspD2e4_0374,3.5,7,2.7,0.7714285714285715
5642,3NITZspD2e4_0375,2.7,3,2.0,0.7407407407407407
5643,3NITZspD2e4_0376,3.8,4,1.5999999999999996,0.4210526315789473
5644,3NITZspD2e4_0377,2.1,4,1.2,0.5714285714285714
5645,3NITZspD2e4_0378,2.4,5,1.7999999999999998,0.75
5646,3NITZspD2e4_0379,2.9,4,2.3000000000000003,0.7931034482758622
5647,3NITZspD2e4_0380,2.9,4,1.7,0.5862068965517241
5648,3NITZspD2e4_0381,3.0,7,2.0999999999999996,0.6999999999999998
5649,3NITZspD2e4_0382,3.3,6,1.9,0.5757575757575758
5650,3NITZspD2e4_0383,5.3,7,4.8,0.9056603773584906
5651,3NITZspD2e4_0384,3.7,4,1.6,0.43243243243243246
5652,3NITZspD2e4_0385,1.9,4,1.1,0.5789473684210527
5653,3NITZspD2e4_0386,2.9,6,2.5,0.8620689655172414
5654,3NITZspD2e4_0387,3.6,4,1.8,0.5
5655,3NITZspD2e4_0388,2.9,5,1.2,0.41379310344827586
5656,3NITZspD2e4_0389,2.8,4,1.9,0.6785714285714286
5657,3NITZspD2e4_0390,2.6,5,2.2,0.8461538461538461
5658,3NITZspD2e4_0391,4.0,8,2.3000000000000003,0.5750000000000001
5659,3NITZspD2e4_0392,3.5,5,2.4,0.6857142857142857
5660,3NITZspD2e4_0393,3.0,4,1.9,0.6333333333333333
5661,3NITZspD2e4_0394,4.5,5,2.6,0.5777777777777778
5662,3NITZspD2e4_0395,5.7,12,3.7,0.6491228070175439
5663,3NITZspD2e4_0396,3.5,7,2.8,0.7999999999999999
5664,3NITZspD2e4_0397,2.0,4,1.2,0.6
5665,3NITZspD2e4_0398,2.3,4,2.0999999999999996,0.9130434782608695
5666,3NITZspD2e4_0399,4.4,7,3.2000000000000006,0.7272727272727274
5667,3NITZspD2e4_0400,1.6,4,0.9,0.5625
5668,3NITZspD2e4_0401,2.1,5,2.0,0.9523809523809523
5669,3NITZspD2e4_0402,1.4,5,1.2999999999999998,0.9285714285714285
5670,3NITZspD2e4_0403,3.6,5,2.6,0.7222222222222222
5671,3NITZspD2e4_0404,5.6,9,3.0999999999999996,0.5535714285714285
5672,3NITZspD2e4_0405,3.3,6,2.4999999999999996,0.7575757575757575
5673,3NITZspD2e4_0406,3.6,9,2.5999999999999996,0.7222222222222221
5674,3NITZspD2e4_0407,4.8,9,3.5999999999999996,0.75
5675,3NITZspD2e4_0408,3.6,5,2.7,0.75
5676,3NITZspD2e4_0409,5.9,7,2.9000000000000004,0.4915254237288136
5677,3NITZspD2e4_0410,3.1,6,2.9,0.9354838709677419
5678,3NITZspD2e4_0411,3.0,4,1.2000000000000002,0.4000000000000001
5679,3NITZspD2e4_0412,3.5,4,2.7,0.7714285714285715
5680,3NITZspD2e4_0413,2.7,5,1.4000000000000001,0.5185185185185185
5681,3NITZspD2e4_0414,5.2,9,3.6000000000000005,0.6923076923076924
5682,3NITZspD2e4_0415,4.0,4,2.0,0.5
5683,3NITZspD2e4_0416,4.9,7,3.4000000000000004,0.6938775510204082
5684,3NITZspD2e4_0417,5.2,7,3.3000000000000007,0.6346153846153847
5685,3NITZspD2e4_0418,5.2,6,2.0,0.3846153846153846
5686,3NITZspD2e4_0419,5.9,8,4.800000000000001,0.8135593220338984
5687,3NITZspD2e4_0420,3.3,5,1.7000000000000002,0.5151515151515152
5688,3NITZspD2e4_0421,3.6,6,2.9,0.8055555555555555
5689,3NITZspD2e4_0422,3.1,5,2.5,0.8064516129032258
5690,3NITZspD2e4_0423,5.3,6,3.5999999999999996,0.6792452830188679
5691,3NITZspD2e4_0424,3.8,6,2.8,0.7368421052631579
5692,3NITZspD2e4_0425,3.0,6,1.5999999999999996,0.5333333333333332
5693,3NITZspD2e4_0426,3.5,5,2.8,0.7999999999999999
5694,3NITZspD2e4_0427,3.2,7,3.1,0.96875
5695,3NITZspD2e4_0428,4.5,9,3.3000000000000003,0.7333333333333334
5696,3NITZspD2e4_0429,1.9,5,1.7999999999999998,0.9473684210526315
5697,3NITZspD2e4_0430,2.5,6,2.0,0.8
5698,3NITZspD2e4_0431,2.7,5,2.1,0.7777777777777778
5699,3NITZspD2e4_0432,4.8,7,3.6,0.75
5700,3NITZspD2e4_0433,3.7,7,2.1,0.5675675675675675
5701,3NITZspD2e4_0434,2.2,2,1.7000000000000002,0.7727272727272727
5702,3NITZspD2e4_0435,3.8,5,2.4000000000000004,0.6315789473684211
5703,3NITZspD2e4_0436,4.1,4,2.8,0.6829268292682927
5704,3NITZspD2e4_0437,4.2,6,2.6999999999999997,0.6428571428571428
5705,3NITZspD2e4_0438,4.4,7,2.6,0.5909090909090908
5706,3NITZspD2e4_0439,4.9,7,2.5,0.5102040816326531
5707,3NITZspD2e4_0440,4.1,6,3.1999999999999993,0.7804878048780487
5708,3NITZspD2e4_0441,4.4,7,3.1,0.7045454545454545
5709,3NITZspD2e4_0442,3.5,4,2.3,0.6571428571428571
5710,3NITZspD2e4_0443,4.9,5,3.3,0.6734693877551019
5711,3NITZspD2e4_0444,3.9,4,1.6,0.4102564102564103
5712,3NITZspD2e4_0445,1.85,4,0.9,0.48648648648648646
5713,3NITZspD2e4_0446,2.75,4,2.1,0.7636363636363637
5714,3NITZspD2e4_0447,4.6,5,3.6999999999999997,0.8043478260869565
5715,3NITZspD2e4_0448,4.1,8,3.0999999999999996,0.7560975609756098
5716,3NITZspD2e4_0449,4.7,6,3.2,0.6808510638297872
5717,3NITZspD2e4_0450,3.1,4,2.5,0.8064516129032258
5718,3NITZspD2e4_0451,1.5,4,1.4,0.9333333333333332
5719,3NITZspD2e4_0452,3.7,6,2.3000000000000003,0.6216216216216217
5720,3NITZspD2e4_0453,5.2,8,2.4,0.4615384615384615
5721,2vRNNTPw7eM_0000,5.8,11,4.5,0.7758620689655172
5722,2vRNNTPw7eM_0001,5.9,10,4.5,0.7627118644067796
5723,2vRNNTPw7eM_0002,6.2,11,5.6000000000000005,0.903225806451613
5724,2vRNNTPw7eM_0003,5.6,10,4.799999999999999,0.857142857142857
5725,2vRNNTPw7eM_0004,5.7,9,4.7,0.8245614035087719
5726,2vRNNTPw7eM_0005,5.6,10,4.6,0.8214285714285714
5727,2vRNNTPw7eM_0006,7.6,9,6.499999999999999,0.8552631578947367
5728,2vRNNTPw7eM_0007,6.0,8,5.6,0.9333333333333332
5729,2vRNNTPw7eM_0008,7.8,10,5.0,0.6410256410256411
5730,2vRNNTPw7eM_0009,7.3,11,5.0,0.684931506849315
5731,2vRNNTPw7eM_0010,4.5,9,3.8,0.8444444444444444
5732,2vRNNTPw7eM_0011,4.4,10,4.0,0.9090909090909091
5733,2vRNNTPw7eM_0012,7.4,10,5.5,0.7432432432432432
5734,2vRNNTPw7eM_0013,5.9,10,5.3,0.8983050847457626
5735,2vRNNTPw7eM_0014,6.1,8,4.7,0.7704918032786886
5736,2vRNNTPw7eM_0015,3.0,6,2.7,0.9
5737,2vRNNTPw7eM_0016,4.7,9,4.3,0.9148936170212765
5738,2vRNNTPw7eM_0017,6.3,10,5.4,0.8571428571428572
5739,2vRNNTPw7eM_0018,4.9,10,4.6,0.9387755102040815
5740,2vRNNTPw7eM_0019,7.2,10,5.7,0.7916666666666666
5741,2vRNNTPw7eM_0020,6.1,10,5.1,0.8360655737704918
5742,2vRNNTPw7eM_0021,4.8,11,4.199999999999999,0.8749999999999999
5743,2vRNNTPw7eM_0022,6.7,10,5.800000000000001,0.8656716417910448
5744,2vRNNTPw7eM_0023,4.9,10,4.300000000000001,0.8775510204081634
5745,2vRNNTPw7eM_0024,6.1,10,4.9,0.8032786885245903
5746,2vRNNTPw7eM_0025,2.7,5,2.4000000000000004,0.888888888888889
5747,2vRNNTPw7eM_0026,2.6,6,2.5,0.9615384615384615
5748,2vRNNTPw7eM_0027,5.7,9,4.5,0.7894736842105263
5749,2vRNNTPw7eM_0028,6.4,10,5.7,0.890625
5750,2vRNNTPw7eM_0029,4.0,10,3.0000000000000004,0.7500000000000001
5751,2vRNNTPw7eM_0030,3.8,9,3.5,0.9210526315789475
5752,2vRNNTPw7eM_0031,6.3,9,5.299999999999999,0.8412698412698412
5753,2vRNNTPw7eM_0032,4.7,8,4.2,0.8936170212765957
5754,2vRNNTPw7eM_0033,7.5,8,5.3,0.7066666666666667
5755,2vRNNTPw7eM_0034,7.2,10,6.6000000000000005,0.9166666666666667
5756,2vRNNTPw7eM_0035,5.8,10,4.799999999999999,0.8275862068965516
5757,2vRNNTPw7eM_0036,6.9,10,5.6000000000000005,0.8115942028985508
5758,2vRNNTPw7eM_0037,5.2,10,4.7,0.9038461538461539
5759,2vRNNTPw7eM_0038,2.8,9,2.5999999999999996,0.9285714285714285
5760,2vRNNTPw7eM_0039,7.5,10,5.7,0.76
5761,2vRNNTPw7eM_0040,7.7,10,6.1000000000000005,0.7922077922077922
5762,2vRNNTPw7eM_0041,6.3,10,5.4,0.8571428571428572
5763,2vRNNTPw7eM_0042,6.0,10,5.3,0.8833333333333333
5764,2vRNNTPw7eM_0043,7.1,11,5.3999999999999995,0.7605633802816901
5765,2vRNNTPw7eM_0044,4.8,10,4.4,0.9166666666666667
5766,2vRNNTPw7eM_0045,4.4,11,3.7,0.8409090909090908
5767,2vRNNTPw7eM_0046,7.2,10,6.3,0.875
5768,2vRNNTPw7eM_0047,6.3,12,5.1,0.8095238095238095
5769,2vRNNTPw7eM_0048,7.2,10,5.4,0.75
5770,2vRNNTPw7eM_0049,5.9,9,5.300000000000001,0.8983050847457628
5771,2vRNNTPw7eM_0050,6.8,10,5.7,0.8382352941176471
5772,2vRNNTPw7eM_0051,6.2,10,5.000000000000001,0.806451612903226
5773,2vRNNTPw7eM_0052,6.6,10,5.6,0.8484848484848485
5774,2vRNNTPw7eM_0053,4.0,11,3.5999999999999996,0.8999999999999999
5775,2vRNNTPw7eM_0054,4.5,8,3.4000000000000004,0.7555555555555556
5776,2vRNNTPw7eM_0055,2.7,5,2.1000000000000005,0.7777777777777779
5777,2vRNNTPw7eM_0056,4.9,9,4.0,0.8163265306122448
5778,2vRNNTPw7eM_0057,7.5,10,6.300000000000001,0.8400000000000001
5779,2vRNNTPw7eM_0058,5.5,10,4.199999999999999,0.7636363636363636
5780,2vRNNTPw7eM_0059,7.7,4,6.4,0.8311688311688312
5781,2vRNNTPw7eM_0060,6.0,11,5.4,0.9
5782,2vRNNTPw7eM_0061,7.3,9,6.3999999999999995,0.8767123287671232
5783,2vRNNTPw7eM_0062,5.4,10,4.800000000000001,0.888888888888889
5784,2vRNNTPw7eM_0063,5.9,8,4.4,0.7457627118644068
5785,2vRNNTPw7eM_0064,8.1,5,5.3,0.654320987654321
5786,2vRNNTPw7eM_0065,7.5,8,5.3999999999999995,0.72
5787,2vRNNTPw7eM_0066,5.1,10,4.299999999999999,0.8431372549019607
5788,2vRNNTPw7eM_0067,6.4,10,5.3999999999999995,0.8437499999999999
5789,2vRNNTPw7eM_0068,5.9,8,4.3,0.7288135593220338
5790,2vRNNTPw7eM_0069,4.5,10,4.199999999999999,0.9333333333333331
5791,2vRNNTPw7eM_0070,5.5,10,5.0,0.9090909090909091
5792,2vRNNTPw7eM_0071,7.199875,10,5.300000000000001,0.7361238910397752
5793,2vRNNTPw7eM_0072,6.300125,10,5.7,0.9047439534929862
5794,2vRNNTPw7eM_0073,7.1,7,5.699999999999999,0.8028169014084506
5795,2vRNNTPw7eM_0074,3.0,7,2.8,0.9333333333333332
5796,2vRNNTPw7eM_0075,5.9,10,4.800000000000001,0.8135593220338984
5797,2vRNNTPw7eM_0076,5.9,10,5.1,0.8644067796610169
5798,2vRNNTPw7eM_0077,3.9,10,3.4000000000000004,0.8717948717948719
5799,2vRNNTPw7eM_0078,3.7,11,3.3,0.8918918918918918
5800,2vRNNTPw7eM_0079,5.9,11,4.800000000000001,0.8135593220338984
5801,2vRNNTPw7eM_0080,5.4,11,4.5,0.8333333333333333
5802,2vRNNTPw7eM_0081,5.6,10,4.4,0.7857142857142858
5803,2vRNNTPw7eM_0082,4.1,10,3.6999999999999997,0.9024390243902439
5804,2vRNNTPw7eM_0083,5.6,10,4.8999999999999995,0.875
5805,2vRNNTPw7eM_0084,3.7,10,3.6,0.9729729729729729
5806,2vRNNTPw7eM_0085,7.0,7,4.6000000000000005,0.6571428571428573
5807,2vRNNTPw7eM_0086,6.9,10,6.300000000000001,0.9130434782608696
5808,2vRNNTPw7eM_0087,3.3,10,3.0999999999999996,0.9393939393939393
5809,2vRNNTPw7eM_0088,5.1,8,4.2,0.823529411764706
5810,2vRNNTPw7eM_0089,6.7,10,4.7,0.7014925373134329
5811,2vRNNTPw7eM_0090,4.7,10,3.9,0.8297872340425532
5812,2vRNNTPw7eM_0091,5.4,10,5.1000000000000005,0.9444444444444445
5813,2vRNNTPw7eM_0092,4.5,9,3.9000000000000004,0.8666666666666667
5814,2vRNNTPw7eM_0093,6.0,10,5.3,0.8833333333333333
5815,2vRNNTPw7eM_0094,7.5,11,6.500000000000001,0.8666666666666668
5816,2vRNNTPw7eM_0095,4.5,10,4.1,0.911111111111111
5817,2vRNNTPw7eM_0096,7.1,10,5.499999999999999,0.7746478873239436
5818,2vRNNTPw7eM_0097,5.6,10,4.3999999999999995,0.7857142857142857
5819,2vRNNTPw7eM_0098,5.8,10,5.1,0.8793103448275862
5820,2vRNNTPw7eM_0099,4.5,10,4.199999999999999,0.9333333333333331
5821,2vRNNTPw7eM_0100,5.4,10,5.1000000000000005,0.9444444444444445
5822,2vRNNTPw7eM_0101,6.0,10,5.0,0.8333333333333334
5823,2vRNNTPw7eM_0102,6.5,10,5.1,0.7846153846153846
5824,2vRNNTPw7eM_0103,8.2,11,7.0,0.853658536585366
5825,2vRNNTPw7eM_0104,5.3,11,4.4,0.8301886792452832
5826,2vRNNTPw7eM_0105,4.2,10,3.6,0.8571428571428571
5827,2vRNNTPw7eM_0106,5.0,10,4.199999999999999,0.8399999999999999
5828,2vRNNTPw7eM_0107,7.7,9,6.3999999999999995,0.8311688311688311
5829,2vRNNTPw7eM_0108,5.3,10,4.199999999999999,0.7924528301886792
5830,2vRNNTPw7eM_0109,5.9,11,5.1,0.8644067796610169
5831,2vRNNTPw7eM_0110,6.1,10,5.1000000000000005,0.836065573770492
5832,2vRNNTPw7eM_0111,4.5,9,4.0,0.8888888888888888
5833,2vRNNTPw7eM_0112,5.8,10,5.3,0.9137931034482759
5834,2vRNNTPw7eM_0113,7.7,9,6.2,0.8051948051948052
5835,2vRNNTPw7eM_0114,6.0,10,4.700000000000001,0.7833333333333335
5836,2vRNNTPw7eM_0115,5.6,10,5.1,0.9107142857142857
5837,2vRNNTPw7eM_0116,6.6,10,4.999999999999999,0.7575757575757575
5838,2vRNNTPw7eM_0117,6.9,10,6.0,0.8695652173913043
5839,2vRNNTPw7eM_0118,6.0,10,5.2,0.8666666666666667
5840,2vRNNTPw7eM_0119,7.3,8,5.799999999999999,0.7945205479452053
5841,2vRNNTPw7eM_0120,4.6,10,3.1999999999999993,0.6956521739130433
5842,2vRNNTPw7eM_0121,5.1,10,4.6,0.9019607843137255
5843,2vRNNTPw7eM_0122,4.2,10,3.7,0.8809523809523809
5844,2vRNNTPw7eM_0123,7.8,9,6.1,0.782051282051282
5845,2vRNNTPw7eM_0124,6.3,10,5.6,0.8888888888888888
5846,2vRNNTPw7eM_0125,3.7,10,3.3,0.8918918918918918
5847,2vRNNTPw7eM_0126,6.4,11,5.1,0.7968749999999999
5848,2vRNNTPw7eM_0127,4.0,9,3.5999999999999996,0.8999999999999999
5849,2vRNNTPw7eM_0128,5.7,10,5.4,0.9473684210526316
5850,2vRNNTPw7eM_0129,5.2,9,4.9,0.9423076923076923
5851,2vRNNTPw7eM_0130,7.2,10,6.1000000000000005,0.8472222222222223
5852,2vRNNTPw7eM_0131,5.8,8,4.9,0.8448275862068967
5853,2vRNNTPw7eM_0132,8.1,10,7.3999999999999995,0.9135802469135802
5854,2vRNNTPw7eM_0133,6.8,11,6.2,0.911764705882353
5855,1yu2xaI-Sqk_0000,3.2,4,1.4000000000000004,0.4375000000000001
5856,1yu2xaI-Sqk_0001,4.5,7,3.2,0.7111111111111111
5857,1yu2xaI-Sqk_0002,2.0,5,1.4,0.7
5858,1yu2xaI-Sqk_0003,3.0,5,2.0,0.6666666666666666
5859,1yu2xaI-Sqk_0004,1.9,5,1.2,0.631578947368421
5860,1yu2xaI-Sqk_0005,3.0,9,2.2,0.7333333333333334
5861,1yu2xaI-Sqk_0006,2.3,9,1.9,0.8260869565217391
5862,1yu2xaI-Sqk_0007,3.4,6,2.2,0.6470588235294118
5863,1yu2xaI-Sqk_0008,2.0,4,1.4999999999999998,0.7499999999999999
5864,1yu2xaI-Sqk_0009,2.0,4,1.6999999999999997,0.8499999999999999
5865,1yu2xaI-Sqk_0010,1.6,4,1.5,0.9375
5866,1yu2xaI-Sqk_0011,2.1,5,1.7000000000000002,0.8095238095238095
5867,1yu2xaI-Sqk_0012,2.5,7,2.2,0.8800000000000001
5868,1yu2xaI-Sqk_0013,2.8,5,1.9,0.6785714285714286
5869,1yu2xaI-Sqk_0014,2.5,6,1.9,0.76
5870,1yu2xaI-Sqk_0015,3.3,7,2.6999999999999997,0.8181818181818181
5871,1yu2xaI-Sqk_0016,1.5,4,1.3,0.8666666666666667
5872,1yu2xaI-Sqk_0017,1.4,4,0.9,0.6428571428571429
5873,1yu2xaI-Sqk_0018,3.6,11,2.9000000000000004,0.8055555555555556
5874,1yu2xaI-Sqk_0019,3.1,9,2.6,0.8387096774193549
5875,1yu2xaI-Sqk_0020,2.8,5,1.9,0.6785714285714286
5876,1yu2xaI-Sqk_0021,1.6,4,1.4000000000000001,0.875
5877,1yu2xaI-Sqk_0022,2.9,7,2.5999999999999996,0.8965517241379309
5878,1yu2xaI-Sqk_0023,6.2,7,4.499999999999999,0.725806451612903
5879,1yu2xaI-Sqk_0024,2.8,8,2.5999999999999996,0.9285714285714285
5880,1yu2xaI-Sqk_0025,1.2,5,1.0999999999999999,0.9166666666666666
5881,1yu2xaI-Sqk_0026,1.8,5,1.2,0.6666666666666666
5882,1yu2xaI-Sqk_0027,2.9,7,2.5,0.8620689655172414
5883,1yu2xaI-Sqk_0028,2.1,6,2.0,0.9523809523809523
5884,1yu2xaI-Sqk_0029,3.1,6,2.3,0.7419354838709676
5885,1yu2xaI-Sqk_0030,2.4,5,1.8,0.75
5886,1yu2xaI-Sqk_0031,3.0,6,2.3,0.7666666666666666
5887,1yu2xaI-Sqk_0032,2.1,5,1.9000000000000001,0.9047619047619048
5888,1yu2xaI-Sqk_0033,4.8,8,3.8000000000000003,0.7916666666666667
5889,1yu2xaI-Sqk_0034,3.5,8,2.7,0.7714285714285715
5890,1yu2xaI-Sqk_0035,1.7,3,1.4000000000000001,0.823529411764706
5891,1yu2xaI-Sqk_0036,5.4,11,3.1000000000000005,0.5740740740740742
5892,1yu2xaI-Sqk_0037,1.6,5,1.5,0.9375
5893,1yu2xaI-Sqk_0038,4.3,8,2.3999999999999995,0.5581395348837208
5894,1yu2xaI-Sqk_0039,3.4,6,2.4999999999999996,0.7352941176470588
5895,1yu2xaI-Sqk_0040,3.9,8,2.1999999999999997,0.5641025641025641
5896,1yu2xaI-Sqk_0041,1.1,4,1.0,0.9090909090909091
5897,1yu2xaI-Sqk_0042,1.4,3,0.9000000000000001,0.642857142857143
